empid,FirstName,LastName,gender,Job Title Description,Hire Date,Rehire Date,Termination Date,Termination Reason Description,City,State,Zip,Business Unit Code,Pay Frequency,BirthDate,RegularPayRate,Scheduled Hours,Pay Grade Description,FLSA Code,Protected Veteran Status,Voluntary Involuntary Termination Flag,Home Department Code,Standard Hours,Years of Service,Position Status,Location Code,isTerm_F,is90_Day_Rookie_F,isOneYear_Rookie_F
1526,,,Female,Resident Care Aide - Rainier Grove,9/26/16,NULL,NULL,,Ontario,NY,14519,6870,Weekly,1/1/80,,37.5,21,N,I am not a protected veteran,,660195,,"1 year, 4 months",Active,60000,0,0,0
1528,,,Female,Nurse Practitioner,7/24/17,NULL,NULL,,Fairport,NY,14450,1740,Biweekly,1/1/73,,40,35,E,I am not a protected veteran,,174102,80,"0 year, 6 months",Active,11000,0,0,0
1534,,,Male,CNA WTCC3,5/7/01,NULL,NULL,,Rochester,NY,14609,1618,Weekly,1/1/48,,16,22,N,,,161357,,"16 year, 9 months",Active,16130,0,0,0
1536,,,Female,CNA SACC,3/12/12,NULL,NULL,,Rochester,NY,14609,2600,Weekly,1/1/59,,37.5,22,N,,,260405,,"5 year, 11 months",Active,20000,0,0,0
1537,,,Female,Occupational Therapist,6/17/13,NULL,NULL,,Rochester,NY,14622,1734,Biweekly,1/1/81,,40,32,E,,,173402,80,"4 year, 7 months",Active,11000,0,0,0
1538,,,Female,Pharmacy Technician,6/3/14,NULL,NULL,,Webster,NY,14580,1760,Weekly,1/1/81,,40,23,N,,,172705,,"3 year, 8 months",Active,11000,0,0,0
1544,,,Female,Admissions Professional,10/17/11,NULL,NULL,,Rochester,NY,14612,1774,Biweekly,1/1/78,,40,29,E,,,173852,80,"6 year, 3 months",Active,11000,0,0,0
1546,,,Female,Sr. Resident Account Rep.,7/14/14,NULL,NULL,,Rochester,NY,14617,1862,Weekly,1/1/62,,40,26,N,,,183106,,"3 year, 7 months",Active,11000,0,0,0
1552,,,Male,P&E Mechanic,6/14/99,5/16/06,NULL,,Rochester,NY,14622,1822,Weekly,1/1/80,,40,25,N,,,182217,,"11 year, 9 months",Active,11000,0,0,0
1560,,,Female,CNA 8th Flr,12/12/16,NULL,NULL,,Rochester,NY,14619,1628,Weekly,1/1/93,,20,22,N,I am not a protected veteran,,162852,,"1 year, 2 months",Active,11000,0,0,0
1561,,,Female,CSR Technician,10/26/15,NULL,NULL,,Rochester,NY,14621,1726,Weekly,1/1/86,,40,22,N,I am not a protected veteran,,172002,,"2 year, 3 months",Active,11000,0,0,0
1563,,,Female,SACC Staffing Coordinator,1/5/09,NULL,NULL,,Newark,NY,14513,2600,Weekly,1/1/62,,37.5,24,N,,,260406,,"9 year, 1 month",Active,20000,0,0,0
1564,,,Female,Staff RN LCC,8/19/13,NULL,NULL,,Fairport,NY,14450,1604,Weekly,1/1/58,,24,30,N,I am not a protected veteran,,160413,,"4 year, 5 months",Active,16040,0,0,0
1575,,,Female,Env Svc Assistant,12/14/09,NULL,NULL,,Irondequoit,NY,14622,1824,Weekly,1/1/79,,37.5,20,N,,,182407,,"8 year, 2 months",Active,11000,0,0,0
1581,,,Female,LPN SACC,3/9/15,NULL,NULL,,Livonia,NY,14487,2600,Weekly,1/1/86,,40,26,N,I am not a protected veteran,,260404,,"2 year, 11 months",Active,20000,0,0,0
1582,,,Female,Env Svc Assistant,4/7/08,NULL,NULL,,Rochester,NY,14608,1824,Weekly,1/1/76,,32,20,N,,,182407,,"9 year, 10 months",Active,11000,0,0,0
1584,,,Female,Per Diem Speech Path,6/1/04,NULL,NULL,,Pittsford,NY,14534,1735,Weekly,1/1/79,,1,74- Per Diem: PT/OT/Speech Path,N,,,173502,,"13 year, 8 months",Active,11000,0,0,0
1585,,,Female,Resident Care Aide - Rainier Grove,3/6/17,NULL,NULL,,Webster,NY,14580,6870,Weekly,1/1/97,,1,21,N,I am not a protected veteran,,660195,,"0 year, 11 months",Active,60000,0,0,0
1587,,,Female,CNA WTCC3,9/10/12,NULL,3/9/18,Abandoned Job,Rochester,NY,14620,1618,Weekly,1/1/66,,40,22,N,,,161357,,"5 year, 5 months",Active,16130,1,0,0
1588,,,Female,LPN 9th Flr,11/18/96,NULL,NULL,,Rochester,NY,14621,1629,Weekly,1/1/67,,20,26,N,,,161642,,"21 year, 2 months",Active,11000,0,0,0
1590,,,Female,Home & Heart Program Assistant,10/23/06,9/8/08,NULL,,Rochester,NY,14605,3630,Weekly,1/1/73,,37.5,22,N,,,160815,,"9 year, 5 months",Active,16081,0,0,0
1595,,,Female,ITS Financial Support Analyst,6/8/15,NULL,NULL,,Rochester,NY,14609,1866,Biweekly,1/1/63,,40,30,E,I am not a protected veteran,,183192,80,"2 year, 8 months",Active,11000,0,0,0
1597,,,Female,CNA 8th Flr,5/22/17,NULL,NULL,,Rochester,NY,14621,1628,Weekly,1/1/76,,37.5,22,N,I am not a protected veteran,,162852,,"0 year, 8 months",Active,11000,0,0,0
1598,,,Female,Dental Hygienist,12/15/17,NULL,NULL,,Webster,NY,14580,1744,Weekly,1/1/67,,10,29,N,I identify myself as one or more of the classifications of protected veteran,,172902,,"0 year, 2 months",Active,11000,0,0,0
1607,,,Female,CNA 7th Flr,6/15/15,NULL,NULL,,Rochester,NY,14622,1627,Weekly,1/1/95,,20,22,N,I am not a protected veteran,,162752,,"2 year, 8 months",Active,11000,0,0,0
1609,,,Female,Protective Services Sgt.,7/11/16,NULL,1/17/18,Poor judgement,Holley,NY,14470,1826,Weekly,1/1/96,,40,22,N,I am not a protected veteran,Involuntary,182607,,"1 year, 6 months",Terminated,11000,1,0,0
1610,,,Female,CNA WTCC2,1/27/14,NULL,NULL,,Rochester,NY,14611,1615,Weekly,1/1/81,,16,22,N,,,161257,,"4 year, 0 month",Active,16120,0,0,0
1617,,,Male,CNA 8th Flr,8/21/17,NULL,NULL,,Rochester,NY,14619,1628,Weekly,1/1/88,,37.5,22,N,I am not a protected veteran,,162852,,"0 year, 5 months",Active,11000,0,0,0
1619,,,Male,Laundry Worker,9/10/07,NULL,NULL,,Irondeuoit,NY,14609,1825,Weekly,1/1/83,,37.5,20,N,,,182507,,"10 year, 5 months",Active,11000,0,0,0
1627,,,Male,Driver,11/28/16,NULL,NULL,,Hilton,NY,14468,3660,Weekly,1/1/53,,30,21,N,I am not a protected veteran,,160837,,"1 year, 2 months",Active,11000,0,0,0
1628,,,Male,SACC Maint Mechanic B,1/23/17,NULL,NULL,,Ontario,NY,14519,2822,Weekly,1/1/63,,40,25,N,I am not a protected veteran,,282207,,"1 year, 0 month",Active,60000,0,0,0
1631,,,Male,C/O Kitchen Utility Assistant,10/16/17,NULL,NULL,,Rochester,NY,14613,4830,Weekly,1/1/89,,24,20,N,I am not a protected veteran,,482172,,"0 year, 4 months",Active,40000,0,0,0
1632,,,Male,Driver,12/11/17,NULL,NULL,,Macedon,NY,14502,6855,Weekly,1/1/58,,5,21,N,I am not a protected veteran,,660837,,"0 year, 2 months",Active,60000,0,0,0
1642,,,Female,CNA SACC,4/20/15,NULL,NULL,,Sodus,NY,14551,2600,Weekly,1/1/83,,37.5,22,N,I am not a protected veteran,,260405,,"2 year, 9 months",Active,20000,0,0,0
1643,,,Female,LPN 4th Flr,8/28/17,NULL,NULL,,Manchester,NY,14504,1624,Weekly,1/1/96,,16,26,N,I am not a protected veteran,,162442,,"0 year, 5 months",Active,11000,0,0,0
1644,,,Female,Recreation Therapist,9/11/17,NULL,NULL,,Rochester,NY,14616,1750,Weekly,1/1/95,,37.5,25,N,I am not a protected veteran,,172602,,"0 year, 5 months",Active,11000,0,0,0
1659,,,Female,CNA 9th Flr,11/28/16,NULL,NULL,,Rochester,NY,14605,1629,Weekly,1/1/83,,1,22,N,I am not a protected veteran,,161652,,"1 year, 2 months",Active,11000,0,0,0
1663,,,Female,Director of Quality,5/1/06,2/29/16,NULL,,Brockport,NY,14420,1854,Biweekly,1/1/70,,40,"96- Director, 9% Target Bonus",E,,,183581,80,"1 year, 11 months",Active,11000,0,0,0
1666,,,Female,CNA 7th Flr,1/22/18,NULL,NULL,,Rochester,NY,14613,1627,Weekly,1/1/94,,24,22,N,I am not a protected veteran,,162752,,"0 year, 0 month",Active,11000,0,0,0
1668,,,Female,C/R Assisted Living Secretary,7/8/02,NULL,1/5/18,Normal Retirement,Webster,NY,14580,6865,Weekly,1/1/49,,40,23,N,,,660106,,"15 year, 5 months",Terminated,60000,1,0,0
1669,,,Female,CNA SACC,1/26/09,NULL,NULL,,Rochester,NY,14609,2600,Weekly,1/1/70,,32,22,N,,,260405,,"9 year, 0 month",Active,20000,0,0,0
1670,,,Female,CNA 5th Flr,1/25/10,NULL,NULL,,Rochester,NY,14621,1625,Weekly,1/1/57,,37.5,22,N,,,162552,,"8 year, 0 month",Active,11000,0,0,0
1671,,,Female,Env Svc Assistant,8/8/16,NULL,NULL,,Rochester,NY,14609,1824,Weekly,1/1/63,,37.5,20,N,I am not a protected veteran,,182407,,"1 year, 6 months",Active,11000,0,0,0
1674,,,Female,Material/Coord/Transporter,8/28/72,1/26/17,NULL,,Rochester,NY,14616,2660,Weekly,1/1/54,,1,23,N,,,260837,,"1 year, 0 month",Active,11000,0,0,0
1676,,,Female,Nursing Supervisor,2/24/92,10/17/16,NULL,,Webster,NY,14580,1601,Weekly,1/1/49,,1,32,N,,,160103,,"1 year, 3 months",Active,11000,0,0,0
1680,,,Female,C/O Concierge,9/28/15,NULL,NULL,,Rochester,NY,14617,4848,Weekly,1/1/56,,24,22,N,I am not a protected veteran,,483816,,"2 year, 4 months",Active,40000,0,0,0
1681,,,Female,Social Worker MSW Per Diem,12/12/16,NULL,NULL,,Rochester,NY,14619,1770,Weekly,1/1/61,,1,28,N,I am not a protected veteran,,173802,,"1 year, 2 months",Active,11000,0,0,0
1691,,,Female,LPN 9th Flr,7/11/16,2/19/18,NULL,,North Chili,NY,14514,1629,Weekly,1/1/89,,22,26,N,I am not a protected veteran,,161642,,"0 year, 0 month",Active,11000,0,0,0
1694,,,Female,Resident Care Aide - Rainier Grove,8/14/17,NULL,NULL,,Rochester,NY,14609,6870,Weekly,1/1/83,,24,21,N,I am not a protected veteran,,660195,,"0 year, 6 months",Active,60000,0,0,0
1695,,,Male,Staff Attending Physician,7/6/10,NULL,NULL,,Penfield,NY,14526,1740,Biweekly,1/1/80,,40,"88- Physician, 10% Target Bonus",E,,,174108,80,"7 year, 7 months",Active,11000,0,0,0
1698,,,Female,TCC Dining Ambassador,6/29/15,NULL,NULL,,Rochester,NY,14621,1800,Weekly,1/1/85,,40,21,N,I am not a protected veteran,,182176,,"2 year, 7 months",Active,11000,0,0,0
1699,,,Female,LPN Wound Healing Center,1/28/02,11/15/03,NULL,,Rochester,NY,14606,1900,Biweekly,1/1/78,,40,28,E,,,160503,80,"14 year, 3 months",Active,11000,0,0,0
1700,,,Female,CNA 4th Flr,10/8/07,NULL,NULL,,Rochester,NY,14619,1624,Weekly,1/1/89,,20,22,N,,,162452,,"10 year, 4 months",Active,11000,0,0,0
1702,,,Female,LPN 2nd Flr,11/7/11,NULL,NULL,,Rochester,NY,14606,1622,Weekly,1/1/88,,16,26,N,,,162942,,"6 year, 3 months",Active,11000,0,0,0
1708,,,Female,CNA 5th Flr,9/14/15,NULL,NULL,,Rochester,NY,14621,1625,Weekly,1/1/91,,37.5,22,N,I am not a protected veteran,,162552,,"2 year, 5 months",Active,11000,0,0,0
1712,,,Female,CNA 8th Flr,7/25/16,NULL,NULL,,Rochester,NY,14613,1628,Weekly,1/1/88,,37.5,22,N,I am not a protected veteran,,162852,,"1 year, 6 months",Active,11000,0,0,0
1715,,,Female,CNA 4th Flr,3/6/17,NULL,NULL,,Rochester,NY,14615,1624,Weekly,1/1/89,,37.5,22,N,I am not a protected veteran,,162452,,"0 year, 11 months",Active,11000,0,0,0
1717,,,Female,CNA 9th Flr,1/22/18,NULL,NULL,,Irondequoit,NY,14609,1629,Weekly,1/1/93,,37.5,22,N,I am not a protected veteran,,161652,,"0 year, 0 month",Active,11000,0,0,0
1721,,,Male,Grounds Helper,2/3/03,NULL,NULL,,Macedon,NY,14502,1823,Weekly,1/1/80,,37.5,23,N,,,182257,,"15 year, 0 month",Active,11000,0,0,0
1722,,,Male,C/R Grounds Helper,11/15/10,NULL,NULL,,Rochester,NY,14626,6838,Weekly,1/1/83,,37.5,23,N,,,682257,,"7 year, 3 months",Active,60000,0,0,0
1724,,,Female,CNA 3rd Flr,11/27/17,NULL,NULL,,Rochester,NY,14608,1623,Weekly,1/1/78,,37.5,22,N,I am not a protected veteran,,162352,,"0 year, 2 months",Active,11000,0,0,0
1729,,,Female,CNA 9th Flr,7/22/13,NULL,NULL,,Rochester,NY,14621,1629,Weekly,1/1/83,,37.5,22,N,,,161652,,"4 year, 6 months",Active,11000,0,0,0
1731,,,Female,CNA SCU,4/21/14,NULL,NULL,,Rochester,NY,14608,1616,Weekly,1/1/89,,1,22,N,,,160156,,"3 year, 9 months",Active,16010,0,0,0
1732,,,Female,Mgr. Financial Plan,12/15/08,NULL,NULL,,Rochester,NY,14618,1862,Biweekly,1/1/60,,40,32,E,,,183101,80,"9 year, 2 months",Active,11000,0,0,0
1733,,,Female,Laundry Worker,1/9/12,NULL,NULL,,Rochester,NY,14606,1825,Weekly,1/1/61,,37.5,20,N,,,182507,,"6 year, 1 month",Active,11000,0,0,0
1735,,,Female,C/R Dining Room Manager,5/7/12,NULL,NULL,,Ontario,NY,14519,6845,Weekly,1/1/89,,40,26,N,,,682121,,"5 year, 9 months",Active,60000,0,0,0
1736,,,Female,CNA SACC,6/18/12,4/18/16,NULL,,Rochester,NY,14608,2600,Weekly,1/1/85,,32,22,N,,,260405,,"1 year, 9 months",Active,20000,0,0,0
1737,,,Female,CNA WTCC3,9/25/17,NULL,NULL,,Rochester,NY,14608,1618,Weekly,1/1/67,,40,22,N,I am not a protected veteran,,161357,,"0 year, 4 months",Active,16130,0,0,0
1739,,,Female,Payroll Specialist,6/6/94,NULL,1/27/18,Normal Retirement,Rochester,NY,14617,1862,Weekly,1/1/52,,40,26,N,,Voluntary,183106,,"23 year, 7 months",Terminated,11000,1,0,0
1740,,,Female,C/R Dementia Services Manager,2/1/93,11/14/05,3/1/18,Another Job,Webster,NY,14580,6870,Weekly,1/1/58,,20,29,N,,,660191,,"12 year, 3 months",Active,60000,1,0,0
1741,,,Female,C/R Waitstaff,8/8/16,NULL,NULL,,Rochester,NY,14621,6845,Weekly,1/1/61,,37.5,20,N,I am not a protected veteran,,682127,,"1 year, 6 months",Active,60000,0,0,0
1746,,,Male,Protective Services Sgt.,9/6/11,NULL,NULL,,Rochester,NY,14617,1826,Weekly,1/1/60,,40,22,N,,,182607,,"6 year, 5 months",Active,11000,0,0,0
1749,,,Male,Protective Svc Officer,8/5/13,NULL,NULL,,Ontario,NY,14519,1826,Weekly,1/1/62,,40,21,N,,,182607,,"4 year, 6 months",Active,11000,0,0,0
1751,,,Female,CNA WTCC3,8/21/17,NULL,12/29/17,Poor judgement,Rochester,NY,14619,1618,Weekly,1/1/92,,16,22,N,I am not a protected veteran,Voluntary,161357,,"0 year, 4 months",Terminated,16130,1,0,1
1754,,,Female,Clinical Dietician Per Diem,5/22/17,NULL,1/31/18,Another Job,Geneseo,NY,14454,1840,Weekly,1/1/89,,1,28,N,I am not a protected veteran,Voluntary,182102,,"0 year, 8 months",Terminated,11000,1,0,1
1766,,,Female,Recreation Therapist,1/23/12,NULL,NULL,,Rochester,NY,14622,1750,Weekly,1/1/82,,40,25,N,,,172602,,"6 year, 0 month",Active,11000,0,0,0
1769,,,Female,Clinical Dietician Per Diem,8/6/08,3/17/12,NULL,,Webster,NY,14580,1840,Weekly,1/1/77,,1,28,N,,,182102,,"5 year, 10 months",Active,11000,0,0,0
1773,,,Female,CNA SCU,1/27/14,5/18/15,2/6/18,Walked Off Job,Rochester,NY,14606,1616,Weekly,1/1/63,,37.5,22,N,I am not a protected veteran,Voluntary,160156,,"2 year, 8 months",Terminated,16010,1,0,0
1774,,,Female,LPN 7th Flr,2/10/14,NULL,NULL,,Rochester,NY,14615,1627,Weekly,1/1/91,,20,26,N,,,162742,,"4 year, 0 month",Active,11000,0,0,0
1777,,,Female,Clinical Dietician - Part time,6/1/15,NULL,NULL,,Mount Morris,NY,14510,1840,Weekly,1/1/89,,14.5,28,N,,,182102,,"2 year, 8 months",Active,11000,0,0,0
1778,,,Female,CNA 3rd Flr,7/20/15,NULL,NULL,,Rochester,NY,14621,1623,Weekly,1/1/83,,40,22,N,I am not a protected veteran,,162352,,"2 year, 6 months",Active,11000,0,0,0
1782,,,Female,"VP, Senior Housing Operations and Development",11/28/16,NULL,NULL,,Cheektowaga,NY,14227,6885,Biweekly,1/1/77,,40,"97- VP, 15% Target Bonus",E,I am not a protected veteran,,683501,80,"1 year, 2 months",Active,60000,0,0,0
1783,,,Female,CNA WTCC3,7/10/17,NULL,NULL,,Rochester,NY,14616,1618,Weekly,1/1/80,,37.5,22,N,I am not a protected veteran,,161357,,"0 year, 7 months",Active,16130,0,0,0
1784,,,Female,CNA SACC,2/5/18,NULL,NULL,,Webster,NY,14580,2600,Weekly,1/1/84,,16,22,N,I am not a protected veteran,,260405,,"0 year, 0 month",Active,20000,0,0,0
1792,,,Male,Receiver,6/9/14,NULL,NULL,,Rochester,NY,14622,1800,Weekly,1/1/92,,40,20,N,I am not a protected veteran,,182175,,"3 year, 8 months",Active,11000,0,0,0
1801,,,Male,Env Svc Team Leader,2/9/04,NULL,NULL,,Rochester,NY,14621,1824,Weekly,1/1/55,,40,21,N,,,182407,,"14 year, 0 month",Active,11000,0,0,0
1802,,,Male,Electrician,3/1/04,NULL,NULL,,Rochester,NY,14622,18221,Weekly,1/1/69,,37.5,29,N,,,182217,,"13 year, 11 months",Active,11000,0,0,0
1803,,,Male,Env Svc Assistant,6/26/17,NULL,3/23/18,Abandoned Job,Rochester,NY,14605,1824,Weekly,1/1/91,,1,20,N,I am not a protected veteran,,182407,,"0 year, 7 months",Active,11000,1,0,1
1806,,,Female,C/R MC LPN Supervisor,9/11/06,8/24/15,NULL,,Ontario,NY,14519,6870,Weekly,1/1/87,,1,28,N,I am not a protected veteran,,660194,,"2 year, 5 months",Active,60000,0,0,0
1814,,,Female,C/R ALU LPN Supervisor,7/22/13,NULL,NULL,,Rochester,NY,14626,6865,Weekly,1/1/91,,16,28,N,,,660224,,"4 year, 6 months",Active,60000,0,0,0
1820,,,Female,CNA SCU,5/16/16,NULL,NULL,,Rochester,NY,14609,1616,Weekly,1/1/77,,20,22,N,I am not a protected veteran,,160156,,"1 year, 9 months",Active,16010,0,0,0
1821,,,Female,Per Diem Occup. Therapist,9/26/16,NULL,4/20/18,Elimination of Pos,Rush,NY,14543,1734,Weekly,1/1/83,,1,74- Per Diem: PT/OT/Speech Path,N,I am not a protected veteran,,173402,,"1 year, 4 months",Active,11000,1,0,0
1822,,,Female,Resident Care Aide - The Glen,8/16/17,NULL,NULL,,Rochester,NY,14612,6865,Weekly,1/1/97,,26.5,21,N,I am not a protected veteran,,660225,,"0 year, 6 months",Active,60000,0,0,0
1823,,,Female,HIM Associate,9/11/17,NULL,NULL,,Webster,NY,14580,1724,Weekly,1/1/86,,37.5,22,N,I am not a protected veteran,,173906,,"0 year, 5 months",Active,11000,0,0,0
1824,,,Female,Digital Marketing Specialist,1/29/18,NULL,NULL,,Rochester,NY,14618,1752,Biweekly,1/1/86,,40,28,E,I am not a protected veteran,,183552,80,"0 year, 0 month",Active,11000,0,0,0
1833,,,Female,C/R Waitstaff,2/5/18,NULL,NULL,,Webster,NY,14580,6845,Weekly,1/1/97,,37.5,20,N,I am not a protected veteran,,682127,,"0 year, 0 month",Active,60000,0,0,0
1836,,,Female,Recreation Therapist,2/14/05,NULL,NULL,,Webster,NY,14580,1750,Weekly,1/1/74,,37.5,25,N,,,172602,,"13 year, 0 month",Active,11000,0,0,0
1838,,,Female,Per Diem Phys. Therapist,7/28/14,NULL,4/20/18,Elimination of Pos,Rochester,NY,14612,1733,Weekly,1/1/87,,1,74- Per Diem: PT/OT/Speech Path,N,,,173302,,"3 year, 6 months",Active,11000,1,0,0
1839,,,Female,RN,10/26/15,NULL,NULL,,Rochester,NY,14624,1900,Biweekly,1/1/73,,40,31,E,I am not a protected veteran,,160503,80,"2 year, 3 months",Active,16050,0,0,0
1853,,,Female,LPN SACC,4/10/85,NULL,NULL,,Rochester,NY,14617,2600,Weekly,1/1/60,,40,26,N,,,260404,,"32 year, 10 months",Active,20000,0,0,0
1855,,,Female,WTCC Social Worker,5/11/09,NULL,4/11/18,Elimination of Pos,Webster,NY,14580,1770,Biweekly,1/1/51,,40,23,E,,,173802,80,"8 year, 9 months",Active,11000,1,0,0
1861,,,Male,C/R Grounds Team Leader,7/18/05,NULL,NULL,,Williamson,NY,14589,6838,Weekly,1/1/66,,37.5,24,N,,,682252,,"12 year, 6 months",Active,60000,0,0,0
1867,,,Female,CNA 6th Flr,12/13/99,NULL,NULL,,Rochester,NY,14621,1626,Weekly,1/1/74,,20,22,N,,,162652,,"18 year, 2 months",Active,11000,0,0,0
1871,,,Male,Receiver,12/27/00,NULL,NULL,,Rochester,NY,14626,1812,Weekly,1/1/81,,40,20,N,,,182175,,"17 year, 1 month",Active,11000,0,0,0
1872,,,Male,Associate Medical Director,11/3/08,NULL,NULL,,Penfield,NY,14526,1740,Biweekly,1/1/52,,40,"97- VP, 15% Target Bonus",E,,,174108,80,"9 year, 3 months",Active,11000,0,0,0
1874,,,Male,C/R Lead Assistant Svc,9/27/10,NULL,NULL,,Webster,NY,14580,6834,Weekly,1/1/55,,37.5,21,N,,,682407,,"7 year, 4 months",Active,60000,0,0,0
1875,,,Male,Nursing Supervisor,10/18/10,NULL,NULL,,Rochester,NY,14612,1601,Weekly,1/1/61,,32,32,N,,,160103,,"7 year, 3 months",Active,11000,0,0,0
1879,,,Male,Dining Service Assistant,8/10/15,NULL,NULL,,Rochester,NY,14610,1813,Weekly,1/1/88,,37.5,20,N,I am not a protected veteran,,182172,,"2 year, 6 months",Active,11000,0,0,0
1883,,,Male,C/R Driver,8/7/17,NULL,NULL,,Ontario,NY,14519,6855,Weekly,1/1/56,,20,21,N,I am not a protected veteran,,660837,,"0 year, 6 months",Active,60000,0,0,0
1884,,,Male,Staff Attending Physician,9/25/17,NULL,NULL,,Rochester,NY,14612,1900,Biweekly,1/1/86,,20,"88- Physician, 10% Target Bonus",E,I am not a protected veteran,,160508,40,"0 year, 4 months",Active,16050,0,0,0
1887,,,Male,Dining Service Assistant,10/9/17,NULL,NULL,,Rochester,NY,14621,1813,Weekly,1/1/91,,37.5,20,N,I am not a protected veteran,,182172,,"0 year, 4 months",Active,11000,0,0,0
1891,,,Male,CNA 5th Flr,7/24/17,NULL,NULL,,Rochester,NY,14621,1625,Weekly,1/1/85,,37.5,22,N,I am not a protected veteran,,162552,,"0 year, 6 months",Active,11000,0,0,0
1903,,,Female,CNA Trainee TCC3,12/18/17,NULL,NULL,,Rochester,NY,14616,1615,Weekly,1/1/91,,40,72- Per Diem: CNA Trainee,N,"I am a protected veteran, but I choose not to self-identify the classification to which I belong",,161217,,"0 year, 1 month",Active,16120,0,0,0
1905,,,Female,Resident Service Tech,11/30/09,NULL,NULL,,Rochester,NY,14619,1750,Weekly,1/1/87,,40,20,N,,,172605,,"8 year, 2 months",Active,11000,0,0,0
1906,,,Male,Dining Service Assistant,9/11/17,NULL,NULL,,Rochester,NY,14609,1813,Weekly,1/1/93,,37.5,20,N,I am not a protected veteran,,182172,,"0 year, 5 months",Active,11000,0,0,0
1910,,,Male,CNA 5th Flr,4/26/10,NULL,NULL,,Rochester,NY,14621,1625,Weekly,1/1/84,,37.5,22,N,,,162552,,"7 year, 9 months",Active,11000,0,0,0
1913,,,Male,LPN 8th Flr,3/7/11,NULL,NULL,,Rochester,NY,14617,1628,Weekly,1/1/73,,40,26,N,,,162842,,"6 year, 11 months",Active,11000,0,0,0
1918,,,Male,Lead Retail Service Assoc. Bis,12/11/17,NULL,NULL,,Rochester,NY,14617,1828,Weekly,1/1/70,,30,22,N,I am not a protected veteran,,182375,,"0 year, 2 months",Active,11000,0,0,0
1925,,,Male,C/R Cook,6/3/13,NULL,NULL,,Macedon,NY,14502,6840,Weekly,1/1/94,,37.5,23,N,,,682117,,"4 year, 8 months",Active,60000,0,0,0
1937,,,Female,Home & Heart Program Assistant,1/3/17,NULL,NULL,,Rochester,NY,14621,3650,Weekly,1/1/70,,17,22,N,I am not a protected veteran,,160825,,"1 year, 1 month",Active,16082,0,0,0
1940,,,Female,Seamstress,4/24/00,NULL,NULL,,Rochester,NY,14621,1825,Weekly,1/1/66,,40,21,N,,,182507,,"17 year, 9 months",Active,11000,0,0,0
1946,,,Female,C/R Volunteer Coordinator,7/25/11,NULL,5/6/18,Normal Retirement,Rochester,NY,14625,6875,Weekly,1/1/42,,20,27,N,,,683562,,"6 year, 6 months",Active,60000,1,0,0
1948,,,Female,C/R Assisted Living Secretary,1/2/18,NULL,NULL,,Penfield,NY,14526,6865,Weekly,1/1/65,,37.5,23,N,I am not a protected veteran,,660106,,"0 year, 1 month",Active,60000,0,0,0
1955,,,Female,Social Worker BSW Part time,5/7/01,NULL,NULL,,Rochester,NY,14625,1770,Weekly,1/1/54,,20,28,N,,,173802,,"16 year, 9 months",Active,11000,0,0,0
1959,,,Female,C/O Waitstaff,11/6/17,NULL,NULL,,Rochester,NY,14617,4833,Weekly,1/1/95,,20,20,N,I am not a protected veteran,,482127,,"0 year, 3 months",Active,40000,0,0,0
1962,,,Female,Resident Care Aide - The Glen,8/20/07,NULL,NULL,,Walworth,NY,14568,6865,Weekly,1/1/69,,37.5,21,N,,,660225,,"10 year, 5 months",Active,60000,0,0,0
1964,,,Female,Reimbursement Nurse Specialist,6/23/08,NULL,NULL,,Caledonia,NY,14423,1600,Biweekly,1/1/58,,40,32,E,,,160092,80,"9 year, 7 months",Active,11000,0,0,0
1972,,,Female,LPN SACC,8/24/15,NULL,NULL,,Penfield,NY,14526,2600,Weekly,1/1/69,,16,26,N,I am not a protected veteran,,260404,,"2 year, 5 months",Active,20000,0,0,0
1973,,,Female,Administrative Assistant,1/4/16,NULL,NULL,,Rochester,NY,14607,2600,Weekly,1/1/87,,40,25,N,I am not a protected veteran,,260406,,"2 year, 1 month",Active,20000,0,0,0
1974,,,Female,Medical Warfarin Nurse,1/9/17,NULL,NULL,,Rochester,NY,14609,1740,Biweekly,1/1/78,,40,30,E,I am not a protected veteran,,174103,80,"1 year, 1 month",Active,11000,0,0,0
1992,,,Female,LPN SACC,10/9/17,10/9/17,NULL,,Rochester,NY,14606,2600,Weekly,1/1/91,,16,26,N,,,260404,,"0 year, 4 months",Active,20000,0,0,0
2000,,,Female,CNA WTCC3,1/8/18,NULL,NULL,,Rochester,NY,14606,1618,Weekly,1/1/90,,16,22,N,I am not a protected veteran,,161357,,"0 year, 1 month",Active,16130,0,0,0
2005,,,Female,LPN 7th Flr,6/9/08,NULL,NULL,,Rochester,NY,14622,1627,Weekly,1/1/78,,1,26,N,,,162742,,"9 year, 8 months",Active,11000,0,0,0
2007,,,Female,CNA 4th Flr,11/27/17,NULL,12/22/17,Absentee-Tardiness,Rochester,NY,14620,1624,Weekly,1/1/92,,20,22,N,I am not a protected veteran,Involuntary,162452,,"0 year, 0 month",Terminated,11000,1,1,1
2011,,,Female,PT Assistant,5/22/17,NULL,NULL,,Sodus,NY,14551,1733,Weekly,1/1/63,,40,27,N,I am not a protected veteran,,173302,,"0 year, 8 months",Active,11000,0,0,0
2013,,,Female,C/O Receptionist,6/21/97,NULL,NULL,,Rochester,NY,14609,4848,Weekly,1/1/47,,8,21,N,,,483816,,"20 year, 7 months",Active,40000,0,0,0
